treatment,tree_id,deploy,metabolite,hfa,site_num,tree_num,decomp_day,well_id,time,od_corrected
P,SEK,SEK ,SEK,H,2,4,3,5E,4320,
AB,SEK,SEK ,SEK,H,2,4,3,5F,4320,
P,HOK,SEK ,SEK,A,2,4,3,5G,4320,
AB,HOK,SEK ,SEK,A,2,4,3,5H,4320,
P,HOK,HOK ,HOK,H,2,4,3,6A,4320,
AB,HOK,HOK ,HOK,H,2,4,3,6B,4320,
P,SEK,HOK ,HOK,A,2,4,3,6C,4320,
AB,SEK,HOK ,HOK,A,2,4,3,6D,4320,
P,SEK,SEK ,HOK,A,2,4,3,6E,4320,
AB,SEK,SEK ,HOK,A,2,4,3,6F,4320,
P,HOK,SEK ,HOK,H,2,4,3,6G,4320,
AB,HOK,SEK ,HOK,H,2,4,3,6H,4320,
P,HOK,HOK ,HOK,H,2,3,3,7A,4320,
AB,HOK,HOK ,HOK,H,2,3,3,7B,4320,
P,SEK,HOK ,HOK,A,2,3,3,7C,4320,
AB,SEK,HOK ,HOK,A,2,3,3,7D,4320,
P,SEK,SEK ,HOK,A,2,3,3,7E,4320,
AB,SEK,SEK ,HOK,A,2,3,3,7F,4320,
P,HOK,SEK ,HOK,H,2,3,3,7G,4320,
AB,HOK,SEK ,HOK,H,2,3,3,7H,4320,
P,HOK,HOK ,HOK,H,2,3,3,8A,4320,
AB,HOK,HOK ,HOK,H,2,3,3,8B,4320,
P,SEK,HOK ,HOK,A,2,3,3,8C,4320,
AB,SEK,HOK ,HOK,A,2,3,3,8D,4320,
P,SEK,SEK ,HOK,A,2,3,3,8E,4320,
AB,SEK,SEK ,HOK,A,2,3,3,8F,4320,
P,HOK,SEK ,HOK,H,2,3,3,8G,4320,
AB,HOK,SEK ,HOK,H,2,3,3,8H,4320,
P,HOK,HOK ,HOK,H,2,3,3,9A,4320,
AB,HOK,HOK ,HOK,H,2,3,3,9B,4320,
P,SEK,HOK ,HOK,A,2,3,3,9C,4320,
AB,SEK,HOK ,HOK,A,2,3,3,9D,4320,
P,SEK,SEK ,HOK,A,2,3,3,9E,4320,
AB,SEK,SEK ,HOK,A,2,3,3,9F,4320,
P,HOK,SEK ,HOK,H,2,3,3,9G,4320,
AB,HOK,SEK ,HOK,H,2,3,3,9H,4320,
P,HOK,HOK ,HOK,H,2,2,3,10A,4320,
AB,HOK,HOK ,HOK,H,2,2,3,10B,4320,
P,SEK,HOK ,HOK,A,2,2,3,10C,4320,
AB,SEK,HOK ,HOK,A,2,2,3,10D,4320,
P,SEK,SEK ,HOK,A,2,2,3,10E,4320,
AB,SEK,SEK ,HOK,A,2,2,3,10F,4320,
P,HOK,SEK ,HOK,H,2,2,3,10G,4320,
AB,HOK,SEK ,HOK,H,2,2,3,10H,4320,
P,HOK,HOK ,SEK,A,1,5,3,1A,4320,0.414
AB,HOK,HOK ,SEK,A,1,5,3,1B,4320,0.467
P,SEK,HOK ,SEK,H,1,5,3,1C,4320,0.357
AB,SEK,HOK ,SEK,H,1,5,3,1D,4320,0.393
P,SEK,SEK ,SEK,H,1,5,3,1E,4320,1.375
AB,SEK,SEK ,SEK,H,1,5,3,1F,4320,0.278
P,HOK,SEK ,SEK,A,1,5,3,1G,4320,0.931
AB,HOK,SEK ,SEK,A,1,5,3,1H,4320,0.545
P,HOK,HOK ,SEK,A,1,5,3,2A,4320,1.507
AB,HOK,HOK ,SEK,A,1,1,3,2B,4320,0.73
P,SEK,HOK ,SEK,H,1,1,3,2C,4320,1.795
AB,SEK,HOK ,SEK,H,1,1,3,2D,4320,0.379
P,SEK,SEK ,SEK,H,1,1,3,2E,4320,0.563
AB,SEK,SEK ,SEK,H,1,1,3,2F,4320,1.4
P,HOK,SEK ,SEK,A,1,1,3,2G,4320,1.502
AB,HOK,SEK ,SEK,A,1,1,3,2H,4320,0.709
P,HOK,HOK ,SEK,A,1,1,3,3A,4320,0.764
AB,HOK,HOK ,SEK,A,1,1,3,3B,4320,0.529
P,SEK,HOK ,SEK,H,1,1,3,3C,4320,1.318
AB,SEK,HOK ,SEK,H,1,1,3,3D,4320,0.224
P,SEK,SEK ,SEK,H,1,1,3,3E,4320,0.801
AB,SEK,SEK ,SEK,H,1,1,3,3F,4320,0.333
P,HOK,SEK ,SEK,A,1,1,3,3G,4320,0.473
AB,HOK,SEK ,SEK,A,1,1,3,3H,4320,0.486
P,HOK,HOK ,SEK,A,1,1,3,4A,4320,0.886
AB,HOK,HOK ,SEK,A,1,1,3,4B,4320,0.612
P,SEK,HOK ,SEK,H,1,1,3,4C,4320,0.67
AB,SEK,HOK ,SEK,H,1,1,3,4D,4320,0.391
P,SEK,SEK ,SEK,H,1,1,3,4E,4320,0.685
AB,SEK,SEK ,SEK,H,1,1,3,4F,4320,1.056
P,HOK,SEK ,SEK,A,1,1,3,4G,4320,1.933
AB,HOK,SEK ,SEK,A,1,1,3,4H,4320,0.652
P,HOK,HOK ,SEK,A,1,1,3,5A,4320,0.632
AB,HOK,HOK ,SEK,A,1,1,3,5B,4320,0.775
P,SEK,HOK ,SEK,H,1,1,3,5C,4320,0.652
AB,SEK,HOK ,SEK,H,1,1,3,5D,4320,0.527
P,SEK,SEK ,SEK,H,1,1,3,5E,4320,0.872
AB,SEK,SEK ,SEK,H,1,1,3,5F,4320,0.296
P,HOK,SEK ,SEK,A,1,1,3,5G,4320,0.549
AB,HOK,SEK ,SEK,A,1,1,3,5H,4320,0.475
P,HOK,HOK ,HOK,H,1,5,3,6A,4320,0.826
AB,HOK,HOK ,HOK,H,1,5,3,6B,4320,0.905
P,SEK,HOK ,HOK,A,1,5,3,6C,4320,0.497
AB,SEK,HOK ,HOK,A,1,5,3,6D,4320,0.312
P,SEK,SEK ,HOK,A,1,5,3,6E,4320,0.451
AB,SEK,SEK ,HOK,A,1,5,3,6F,4320,0.338
P,HOK,SEK ,HOK,H,1,5,3,6G,4320,0.807
AB,HOK,SEK ,HOK,H,1,5,3,6H,4320,0.332
P,HOK,HOK ,HOK,H,1,5,3,7A,4320,0.528
AB,HOK,HOK ,HOK,H,1,5,3,7B,4320,0.473
P,SEK,HOK ,HOK,A,1,5,3,7C,4320,0.097
AB,SEK,HOK ,HOK,A,1,5,3,7D,4320,0.368
P,SEK,SEK ,HOK,A,1,5,3,7E,4320,0.365
AB,SEK,SEK ,HOK,A,1,5,3,7F,4320,0.474
P,HOK,SEK ,HOK,H,1,5,3,7G,4320,0.359
AB,HOK,SEK ,HOK,H,1,5,3,7H,4320,0.598
P,HOK,HOK ,HOK,H,1,5,3,8A,4320,1.328
AB,HOK,HOK ,HOK,H,1,5,3,8B,4320,0.412
P,SEK,HOK ,HOK,A,1,5,3,8C,4320,0.863
AB,SEK,HOK ,HOK,A,1,5,3,8D,4320,0.472
P,SEK,SEK ,HOK,A,1,5,3,8E,4320,0.957
AB,SEK,SEK ,HOK,A,1,5,3,8F,4320,1.318
P,HOK,SEK ,HOK,H,1,5,3,8G,4320,0.641
AB,HOK,SEK ,HOK,H,1,5,3,8H,4320,0.419
P,HOK,HOK ,HOK,H,1,4,3,9A,4320,1.218
AB,HOK,HOK ,HOK,H,1,4,3,9B,4320,0.433
P,SEK,HOK ,HOK,A,1,4,3,9C,4320,1.583
AB,SEK,HOK ,HOK,A,1,4,3,9D,4320,1.265
P,SEK,SEK ,HOK,A,1,4,3,9E,4320,0.425
AB,SEK,SEK ,HOK,A,1,4,3,9FR,4320,1.017
P,HOK,SEK ,HOK,H,1,4,3,9G,4320,1.284
AB,HOK,SEK ,HOK,H,1,4,3,9H,4320,0.464
P,HOK,HOK ,HOK,H,1,4,3,10A,4320,0.988
AB,HOK,HOK ,HOK,H,1,4,3,10B,4320,1.149
P,SEK,HOK ,HOK,A,1,4,3,10C,4320,0.882
AB,SEK,HOK ,HOK,A,1,4,3,10D,4320,1.578
P,SEK,SEK ,HOK,A,1,4,3,10E,4320,0.995
AB,SEK,SEK ,HOK,A,1,4,3,10F,4320,1.508
P,HOK,SEK ,HOK,H,1,4,3,10G,4320,1.103
AB,HOK,SEK ,HOK,H,1,4,3,10H,4320,1.268
