treatment,tree_id,deploy,metabolite,hfa,site_num,tree_num,decomp_day,well_id,time,od_corrected
P,HOK,SEK ,SEK,A,2,5,7,3G,4320,0.29225
AB,HOK,SEK ,SEK,A,2,5,7,3H,4320,0.36225
P,HOK,HOK ,SEK,A,2,4,7,4A,4320,0.43325
AB,HOK,HOK ,SEK,A,2,4,7,4B,4320,1.24925
P,SEK,HOK ,SEK,H,2,4,7,4C,4320,0.23525
AB,SEK,HOK ,SEK,H,2,4,7,4D,4320,1.71025
P,SEK,SEK ,SEK,H,2,4,7,4E,4320,1.23125
AB,SEK,SEK ,SEK,H,2,4,7,4F,4320,0.44325
P,HOK,SEK ,SEK,A,2,4,7,4G,4320,0.46925
AB,HOK,SEK ,SEK,A,2,4,7,4H,4320,0.51425
P,HOK,HOK ,SEK,A,2,4,7,5A,4320,1.96925
AB,HOK,HOK ,SEK,A,2,4,7,5B,4320,0.67825
P,SEK,HOK ,SEK,H,2,4,7,5C,4320,0.78025
AB,SEK,HOK ,SEK,H,2,4,7,5D,4320,1.59225
P,SEK,SEK ,SEK,H,2,4,7,5E,4320,0.76125
AB,SEK,SEK ,SEK,H,2,4,7,5F,4320,0.65925
P,HOK,SEK ,SEK,A,2,4,7,5G,4320,0.69525
AB,HOK,SEK ,SEK,A,2,4,7,5H,4320,0.63225
P,HOK,HOK ,HOK,H,2,4,7,6A,4320,1.40025
AB,HOK,HOK ,HOK,H,2,4,7,6B,4320,0.38425
P,SEK,HOK ,HOK,A,2,4,7,6C,4320,0.53125
AB,SEK,HOK ,HOK,A,2,4,7,6D,4320,0.92525
P,SEK,SEK ,HOK,A,2,4,7,6E,4320,0.62625
AB,SEK,SEK ,HOK,A,2,4,7,6F,4320,0.91225
P,HOK,SEK ,HOK,H,2,4,7,6G,4320,1.61225
AB,HOK,SEK ,HOK,H,2,4,7,6H,4320,0.64525
P,HOK,HOK ,HOK,H,2,3,7,7A,4320,0.24225
AB,HOK,HOK ,HOK,H,2,3,7,7B,4320,0.18525
P,SEK,HOK ,HOK,A,2,3,7,7C,4320,0.15925
AB,SEK,HOK ,HOK,A,2,3,7,7D,4320,0.51525
P,SEK,SEK ,HOK,A,2,3,7,7E,4320,0.23625
AB,SEK,SEK ,HOK,A,2,3,7,7F,4320,0.26725
P,HOK,SEK ,HOK,H,2,3,7,7G,4320,0.20925
AB,HOK,SEK ,HOK,H,2,3,7,7H,4320,0.46925
P,HOK,HOK ,HOK,H,2,3,7,8A,4320,0.33025
AB,HOK,HOK ,HOK,H,2,3,7,8B,4320,1.58525
P,SEK,HOK ,HOK,A,2,3,7,8C,4320,0.34425
AB,SEK,HOK ,HOK,A,2,3,7,8D,4320,0.33625
P,SEK,SEK ,HOK,A,2,3,7,8E,4320,0.41525
AB,SEK,SEK ,HOK,A,2,3,7,8F,4320,0.62425
P,HOK,SEK ,HOK,H,2,3,7,8G,4320,1.82725
AB,HOK,SEK ,HOK,H,2,3,7,8H,4320,0.51825
P,HOK,HOK ,HOK,H,2,3,7,9A,4320,0.61725
AB,HOK,HOK ,HOK,H,2,3,7,9B,4320,0.53225
P,SEK,HOK ,HOK,A,2,3,7,9C,4320,1.04925
AB,SEK,HOK ,HOK,A,2,3,7,9D,4320,0.50225
P,SEK,SEK ,HOK,A,2,3,7,9E,4320,0.85825
AB,SEK,SEK ,HOK,A,2,3,7,9F,4320,0.67325
P,HOK,SEK ,HOK,H,2,3,7,9G,4320,0.70525
AB,HOK,SEK ,HOK,H,2,3,7,9H,4320,0.68325
P,HOK,HOK ,HOK,H,2,2,7,10A,4320,0.50625
AB,HOK,HOK ,HOK,H,2,2,7,10B,4320,0.45225
P,SEK,HOK ,HOK,A,2,2,7,10C,4320,0.49625
AB,SEK,HOK ,HOK,A,2,2,7,10D,4320,0.67225
P,SEK,SEK ,HOK,A,2,2,7,10E,4320,0.39925
AB,SEK,SEK ,HOK,A,2,2,7,10F,4320,0.72725
P,HOK,SEK ,HOK,H,2,2,7,10G,4320,0.37625
AB,HOK,SEK ,HOK,H,2,2,7,10H,4320,0.52825
P,HOK,HOK ,SEK,A,1,5,7,1A,4320,0.77175
AB,HOK,HOK ,SEK,A,1,5,7,1B,4320,1.41675
P,SEK,HOK ,SEK,H,1,5,7,1C,4320,0.64575
AB,SEK,HOK ,SEK,H,1,5,7,1D,4320,0.35075
P,SEK,SEK ,SEK,H,1,5,7,1E,4320,0.32275
AB,SEK,SEK ,SEK,H,1,5,7,1F,4320,0.34575
P,HOK,SEK ,SEK,A,1,5,7,1G,4320,0.54975
AB,HOK,SEK ,SEK,A,1,5,7,1H,4320,0.37175
P,HOK,HOK ,SEK,A,1,5,7,2A,4320,0.41475
AB,HOK,HOK ,SEK,A,1,1,7,2B,4320,1.14875
P,SEK,HOK ,SEK,H,1,1,7,2C,4320,0.55975
AB,SEK,HOK ,SEK,H,1,1,7,2D,4320,0.36675
P,SEK,SEK ,SEK,H,1,1,7,2E,4320,1.28075
AB,SEK,SEK ,SEK,H,1,1,7,2F,4320,0.67375
P,HOK,SEK ,SEK,A,1,1,7,2G,4320,0.99575
AB,HOK,SEK ,SEK,A,1,1,7,2H,4320,0.66175
P,HOK,HOK ,SEK,A,1,1,7,3A,4320,0.91475
AB,HOK,HOK ,SEK,A,1,1,7,3B,4320,0.09875
P,SEK,HOK ,SEK,H,1,1,7,3C,4320,1.18275
AB,SEK,HOK ,SEK,H,1,1,7,3D,4320,0.35375
P,SEK,SEK ,SEK,H,1,1,7,3E,4320,0.32075
AB,SEK,SEK ,SEK,H,1,1,7,3F,4320,0.41175
P,HOK,SEK ,SEK,A,1,1,7,3G,4320,0.68975
AB,HOK,SEK ,SEK,A,1,1,7,3H,4320,0.22875
P,HOK,HOK ,SEK,A,1,1,7,4A,4320,0.96175
AB,HOK,HOK ,SEK,A,1,1,7,4B,4320,0.61175
P,SEK,HOK ,SEK,H,1,1,7,4C,4320,0.39975
AB,SEK,HOK ,SEK,H,1,1,7,4D,4320,0.35275
P,SEK,SEK ,SEK,H,1,1,7,4E,4320,0.28275
AB,SEK,SEK ,SEK,H,1,1,7,4F,4320,0.64875
P,HOK,SEK ,SEK,A,1,1,7,4G,4320,0.64875
AB,HOK,SEK ,SEK,A,1,1,7,4H,4320,0.46375
P,HOK,HOK ,SEK,A,1,1,7,5A,4320,1.27275
AB,HOK,HOK ,SEK,A,1,1,7,5B,4320,0.35275
P,SEK,HOK ,SEK,H,1,1,7,5C,4320,0.93075
AB,SEK,HOK ,SEK,H,1,1,7,5D,4320,0.52075
P,SEK,SEK ,SEK,H,1,1,7,5E,4320,0.38775
AB,SEK,SEK ,SEK,H,1,1,7,5F,4320,0.45375
P,HOK,SEK ,SEK,A,1,1,7,5G,4320,0.46275
AB,HOK,SEK ,SEK,A,1,1,7,5H,4320,0.34275
P,HOK,HOK ,HOK,H,1,5,7,6A,4320,0.53275
AB,HOK,HOK ,HOK,H,1,5,7,6B,4320,1.22075
P,SEK,HOK ,HOK,A,1,5,7,6C,4320,0.90075
AB,SEK,HOK ,HOK,A,1,5,7,6D,4320,1.00975
P,SEK,SEK ,HOK,A,1,5,7,6E,4320,1.18175
AB,SEK,SEK ,HOK,A,1,5,7,6F,4320,1.11875
P,HOK,SEK ,HOK,H,1,5,7,6G,4320,1.64375
AB,HOK,SEK ,HOK,H,1,5,7,6H,4320,0.65475
P,HOK,HOK ,HOK,H,1,5,7,7A,4320,1.60575
AB,HOK,HOK ,HOK,H,1,5,7,7B,4320,0.27675
P,SEK,HOK ,HOK,A,1,5,7,7C,4320,0.15175
AB,SEK,HOK ,HOK,A,1,5,7,7D,4320,0.19175
P,SEK,SEK ,HOK,A,1,5,7,7E,4320,0.20275
AB,SEK,SEK ,HOK,A,1,5,7,7F,4320,0.29775
P,HOK,SEK ,HOK,H,1,5,7,7G,4320,0.48575
AB,HOK,SEK ,HOK,H,1,5,7,7H,4320,1.36275
P,HOK,HOK ,HOK,H,1,5,7,8A,4320,0.49475
AB,HOK,HOK ,HOK,H,1,5,7,8B,4320,0.44775
P,SEK,HOK ,HOK,A,1,5,7,8C,4320,0.24175
AB,SEK,HOK ,HOK,A,1,5,7,8D,4320,0.60775
P,SEK,SEK ,HOK,A,1,5,7,8E,4320,1.32075
AB,SEK,SEK ,HOK,A,1,5,7,8F,4320,0.36475
P,HOK,SEK ,HOK,H,1,5,7,8G,4320,0.41675
AB,HOK,SEK ,HOK,H,1,5,7,8H,4320,0.45375
P,HOK,HOK ,HOK,H,1,4,7,9A,4320,0.36275
AB,HOK,HOK ,HOK,H,1,4,7,9B,4320,0.50075
P,SEK,HOK ,HOK,A,1,4,7,9C,4320,1.52275
AB,SEK,HOK ,HOK,A,1,4,7,9D,4320,0.29275
P,SEK,SEK ,HOK,A,1,4,7,9E,4320,0.51675
AB,SEK,SEK ,HOK,A,1,4,7,9FR,4320,0.72375
P,HOK,SEK ,HOK,H,1,4,7,9G,4320,1.64475
AB,HOK,SEK ,HOK,H,1,4,7,9H,4320,0.47575
P,HOK,HOK ,HOK,H,1,4,7,10A,4320,0.84575
AB,HOK,HOK ,HOK,H,1,4,7,10B,4320,0.91475
P,SEK,HOK ,HOK,A,1,4,7,10C,4320,1.58975
AB,SEK,HOK ,HOK,A,1,4,7,10D,4320,0.48275
P,SEK,SEK ,HOK,A,1,4,7,10E,4320,0.55375
AB,SEK,SEK ,HOK,A,1,4,7,10F,4320,0.75675
P,HOK,SEK ,HOK,H,1,4,7,10G,4320,0.50475
AB,HOK,SEK ,HOK,H,1,4,7,10H,4320,0.44475
