treatment,tree_id,deploy,metabolite,hfa,site_num,tree_num,decomp_day,well_id,time,od_corrected
P,SEK,HOK ,SEK,H,2,4,1,5C,4320,1.95575
AB,SEK,HOK ,SEK,H,2,4,1,5D,4320,2.06175
P,SEK,SEK ,SEK,H,2,4,1,5E,4320,2.09075
AB,SEK,SEK ,SEK,H,2,4,1,5F,4320,1.74075
P,HOK,SEK ,SEK,A,2,4,1,5G,4320,2.06975
AB,HOK,SEK ,SEK,A,2,4,1,5H,4320,2.63075
P,HOK,HOK ,HOK,H,2,4,1,6A,4320,2.27775
AB,HOK,HOK ,HOK,H,2,4,1,6B,4320,1.39275
P,SEK,HOK ,HOK,A,2,4,1,6C,4320,3.22875
AB,SEK,HOK ,HOK,A,2,4,1,6D,4320,1.47075
P,SEK,SEK ,HOK,A,2,4,1,6E,4320,2.14675
AB,SEK,SEK ,HOK,A,2,4,1,6F,4320,2.27975
P,HOK,SEK ,HOK,H,2,4,1,6G,4320,2.30975
AB,HOK,SEK ,HOK,H,2,4,1,6H,4320,1.43375
P,HOK,HOK ,HOK,H,2,3,1,7A,4320,1.11275
AB,HOK,HOK ,HOK,H,2,3,1,7B,4320,1.69475
P,SEK,HOK ,HOK,A,2,3,1,7C,4320,0.72675
AB,SEK,HOK ,HOK,A,2,3,1,7D,4320,0.65575
P,SEK,SEK ,HOK,A,2,3,1,7E,4320,0.84475
AB,SEK,SEK ,HOK,A,2,3,1,7F,4320,1.02675
P,HOK,SEK ,HOK,H,2,3,1,7G,4320,1.81175
AB,HOK,SEK ,HOK,H,2,3,1,7H,4320,0.91875
P,HOK,HOK ,HOK,H,2,3,1,8A,4320,1.47175
AB,HOK,HOK ,HOK,H,2,3,1,8B,4320,2.19975
P,SEK,HOK ,HOK,A,2,3,1,8C,4320,1.96775
AB,SEK,HOK ,HOK,A,2,3,1,8D,4320,0.81575
P,SEK,SEK ,HOK,A,2,3,1,8E,4320,2.27875
AB,SEK,SEK ,HOK,A,2,3,1,8F,4320,1.31875
P,HOK,SEK ,HOK,H,2,3,1,8G,4320,1.30475
AB,HOK,SEK ,HOK,H,2,3,1,8H,4320,1.87675
P,HOK,HOK ,HOK,H,2,3,1,9A,4320,1.67275
AB,HOK,HOK ,HOK,H,2,3,1,9B,4320,2.46175
P,SEK,HOK ,HOK,A,2,3,1,9C,4320,2.50175
AB,SEK,HOK ,HOK,A,2,3,1,9D,4320,1.75175
P,SEK,SEK ,HOK,A,2,3,1,9E,4320,2.82875
AB,SEK,SEK ,HOK,A,2,3,1,9F,4320,1.83375
P,HOK,SEK ,HOK,H,2,3,1,9G,4320,2.05975
AB,HOK,SEK ,HOK,H,2,3,1,9H,4320,2.18175
P,HOK,HOK ,HOK,H,2,2,1,10A,4320,1.67475
AB,HOK,HOK ,HOK,H,2,2,1,10B,4320,1.32475
P,SEK,HOK ,HOK,A,2,2,1,10C,4320,2.25375
AB,SEK,HOK ,HOK,A,2,2,1,10D,4320,2.37775
P,SEK,SEK ,HOK,A,2,2,1,10E,4320,1.64875
AB,SEK,SEK ,HOK,A,2,2,1,10F,4320,1.84975
P,HOK,SEK ,HOK,H,2,2,1,10G,4320,1.92275
AB,HOK,SEK ,HOK,H,2,2,1,10H,4320,2.19275
P,HOK,HOK ,SEK,A,1,5,1,1A,4320,0.3635
AB,HOK,HOK ,SEK,A,1,5,1,1B,4320,0.2225
P,SEK,HOK ,SEK,H,1,5,1,1C,4320,0.3855
AB,SEK,HOK ,SEK,H,1,5,1,1D,4320,0.2795
P,SEK,SEK ,SEK,H,1,5,1,1E,4320,0.2355
AB,SEK,SEK ,SEK,H,1,5,1,1F,4320,0.8555
P,HOK,SEK ,SEK,A,1,5,1,1G,4320,0.4155
AB,HOK,SEK ,SEK,A,1,5,1,1H,4320,0.5305
P,HOK,HOK ,SEK,A,1,5,1,2A,4320,0.9265
AB,HOK,HOK ,SEK,A,1,1,1,2B,4320,0.7895
P,SEK,HOK ,SEK,H,1,1,1,2C,4320,1.5235
AB,SEK,HOK ,SEK,H,1,1,1,2D,4320,0.7375
P,SEK,SEK ,SEK,H,1,1,1,2E,4320,0.5615
AB,SEK,SEK ,SEK,H,1,1,1,2F,4320,1.5185
P,HOK,SEK ,SEK,A,1,1,1,2G,4320,0.6455
AB,HOK,SEK ,SEK,A,1,1,1,2H,4320,1.2665
P,HOK,HOK ,SEK,A,1,1,1,3A,4320,0.2685
AB,HOK,HOK ,SEK,A,1,1,1,3B,4320,0.8305
P,SEK,HOK ,SEK,H,1,1,1,3C,4320,0.5135
AB,SEK,HOK ,SEK,H,1,1,1,3D,4320,0.2615
P,SEK,SEK ,SEK,H,1,1,1,3E,4320,1.4255
AB,SEK,SEK ,SEK,H,1,1,1,3F,4320,0.2115
P,HOK,SEK ,SEK,A,1,1,1,3G,4320,0.4285
AB,HOK,SEK ,SEK,A,1,1,1,3H,4320,0.7715
P,HOK,HOK ,SEK,A,1,1,1,4A,4320,0.4205
AB,HOK,HOK ,SEK,A,1,1,1,4B,4320,0.9745
P,SEK,HOK ,SEK,H,1,1,1,4C,4320,0.6635
AB,SEK,HOK ,SEK,H,1,1,1,4D,4320,0.7765
P,SEK,SEK ,SEK,H,1,1,1,4E,4320,1.3925
AB,SEK,SEK ,SEK,H,1,1,1,4F,4320,1.2735
P,HOK,SEK ,SEK,A,1,1,1,4G,4320,1.2755
AB,HOK,SEK ,SEK,A,1,1,1,4H,4320,0.4875
P,HOK,HOK ,SEK,A,1,1,1,5A,4320,0.7845
AB,HOK,HOK ,SEK,A,1,1,1,5B,4320,1.2605
P,SEK,HOK ,SEK,H,1,1,1,5C,4320,0.8275
AB,SEK,HOK ,SEK,H,1,1,1,5D,4320,0.6465
P,SEK,SEK ,SEK,H,1,1,1,5E,4320,0.6915
AB,SEK,SEK ,SEK,H,1,1,1,5F,4320,1.4705
P,HOK,SEK ,SEK,A,1,1,1,5G,4320,1.1545
AB,HOK,SEK ,SEK,A,1,1,1,5H,4320,0.8555
P,HOK,HOK ,HOK,H,1,5,1,6A,4320,0.5575
AB,HOK,HOK ,HOK,H,1,5,1,6B,4320,1.6575
P,SEK,HOK ,HOK,A,1,5,1,6C,4320,0.6295
AB,SEK,HOK ,HOK,A,1,5,1,6D,4320,0.6375
P,SEK,SEK ,HOK,A,1,5,1,6E,4320,0.4775
AB,SEK,SEK ,HOK,A,1,5,1,6F,4320,0.6795
P,HOK,SEK ,HOK,H,1,5,1,6G,4320,0.4585
AB,HOK,SEK ,HOK,H,1,5,1,6H,4320,0.6925
P,HOK,HOK ,HOK,H,1,5,1,7A,4320,0.7225
AB,HOK,HOK ,HOK,H,1,5,1,7B,4320,0.7935
P,SEK,HOK ,HOK,A,1,5,1,7C,4320,0.4715
AB,SEK,HOK ,HOK,A,1,5,1,7D,4320,1.6495
P,SEK,SEK ,HOK,A,1,5,1,7E,4320,0.5055
AB,SEK,SEK ,HOK,A,1,5,1,7F,4320,0.4415
P,HOK,SEK ,HOK,H,1,5,1,7G,4320,0.5745
AB,HOK,SEK ,HOK,H,1,5,1,7H,4320,0.4365
P,HOK,HOK ,HOK,H,1,5,1,8A,4320,0.6855
AB,HOK,HOK ,HOK,H,1,5,1,8B,4320,1.2035
P,SEK,HOK ,HOK,A,1,5,1,8C,4320,1.0715
AB,SEK,HOK ,HOK,A,1,5,1,8D,4320,1.7275
P,SEK,SEK ,HOK,A,1,5,1,8E,4320,1.0475
AB,SEK,SEK ,HOK,A,1,5,1,8F,4320,0.4945
P,HOK,SEK ,HOK,H,1,5,1,8G,4320,0.5185
AB,HOK,SEK ,HOK,H,1,5,1,8H,4320,0.7215
P,HOK,HOK ,HOK,H,1,4,1,9A,4320,0.4935
AB,HOK,HOK ,HOK,H,1,4,1,9B,4320,0.6195
P,SEK,HOK ,HOK,A,1,4,1,9C,4320,1.5395
AB,SEK,HOK ,HOK,A,1,4,1,9D,4320,0.5665
P,SEK,SEK ,HOK,A,1,4,1,9E,4320,0.5505
AB,SEK,SEK ,HOK,A,1,4,1,9FR,4320,0.7675
P,HOK,SEK ,HOK,H,1,4,1,9G,4320,1.4835
AB,HOK,SEK ,HOK,H,1,4,1,9H,4320,0.8375
P,HOK,HOK ,HOK,H,1,4,1,10A,4320,1.6815
AB,HOK,HOK ,HOK,H,1,4,1,10B,4320,1.4065
P,SEK,HOK ,HOK,A,1,4,1,10C,4320,1.6405
AB,SEK,HOK ,HOK,A,1,4,1,10D,4320,1.6735
P,SEK,SEK ,HOK,A,1,4,1,10E,4320,0.4745
AB,SEK,SEK ,HOK,A,1,4,1,10F,4320,1.6555
P,HOK,SEK ,HOK,H,1,4,1,10G,4320,1.0115
AB,HOK,SEK ,HOK,H,1,4,1,10H,4320,1.8515
